date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:36:36	4258/4258	---M--	200	added ('OK')	image/png	etag:%2249724c7a5665c947712acf077c30174a%22	https://assets.website-files.com/5fef5619b640934b33c2385e/6078b0c235209438ffca029b_Group%20336.png	D:/Download/Programs/Portofolio%20-%20Webflow/assets.website-files.com/5fef5619b640934b33c2385e/6078b0c235209438ffca029b_Group%20336.png	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:36	14050/14050	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Jun%202023%2002:36:36%20GMT	https://portfolio-webflow-html-website-template.webflow.io/projects/soulful-rebrand	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/projects/soulful-rebrand.html	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:37	14089/14089	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Jun%202023%2002:36:37%20GMT	https://portfolio-webflow-html-website-template.webflow.io/projects/datadash-product-design	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/projects/datadash-product-design.html	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:38	244981/244981	---M--	200	added ('OK')	image/png	etag:%22f6ebdaa57c0fd120cae6c9813e08b374%22	https://assets.website-files.com/5ff05a7bd62f16808f485280/6077dc9bcd0f7a437038f60d_image_processing20200129-19798-1k8ponz%201-min.png	D:/Download/Programs/Portofolio%20-%20Webflow/assets.website-files.com/5ff05a7bd62f16808f485280/6077dc9bcd0f7a437038f60d_image_processing20200129-19798-1k8ponz%201-min.png	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:39	14069/14069	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Jun%202023%2002:36:38%20GMT	https://portfolio-webflow-html-website-template.webflow.io/projects/maize-website-design	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/projects/maize-website-design.html	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:39	284117/284117	---M--	200	added ('OK')	image/png	etag:%22a21015ea8c2e1ab3f1d1b7b81e73647f%22	https://assets.website-files.com/5ff05a7bd62f16808f485280/6077dcc78ec31466630c033f_image_processing20200129-19798-1k8ponz%202-min.png	D:/Download/Programs/Portofolio%20-%20Webflow/assets.website-files.com/5ff05a7bd62f16808f485280/6077dcc78ec31466630c033f_image_processing20200129-19798-1k8ponz%202-min.png	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:39	272963/272963	---M--	200	added ('OK')	image/png	etag:%22d98ad9300e83c51a82a1aa21136ade78%22	https://assets.website-files.com/5ff05a7bd62f16808f485280/6077dcd635f7f176db9fef1e_image_processing20200129-19798-1k8ponz%203-min.png	D:/Download/Programs/Portofolio%20-%20Webflow/assets.website-files.com/5ff05a7bd62f16808f485280/6077dcd635f7f176db9fef1e_image_processing20200129-19798-1k8ponz%203-min.png	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:39	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:39%20GMT	https://portfolio-webflow-html-website-template.webflow.io/projects/gorillax-branding	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/projects/gorillax-branding	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:41	289376/289376	---M--	200	added ('OK')	image/png	etag:%22108c274ddd37d46d63c9fb5f151f1b0f%22	https://assets.website-files.com/5ff05a7bd62f16808f485280/6077dce7ec07854a8c820c4e_image_processing20200129-19798-1k8ponz%204-min.png	D:/Download/Programs/Portofolio%20-%20Webflow/assets.website-files.com/5ff05a7bd62f16808f485280/6077dce7ec07854a8c820c4e_image_processing20200129-19798-1k8ponz%204-min.png	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:41	292652/292652	---M--	200	added ('OK')	image/png	etag:%22c1bad487d5014e991483923c15df0be2%22	https://assets.website-files.com/5ff05a7bd62f16808f485280/6077dcf54baced26f174226f_image_processing20200129-19798-1k8ponz%2014-min.png	D:/Download/Programs/Portofolio%20-%20Webflow/assets.website-files.com/5ff05a7bd62f16808f485280/6077dcf54baced26f174226f_image_processing20200129-19798-1k8ponz%2014-min.png	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:41	17678/17678	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Jun%202023%2002:36:41%20GMT	https://portfolio-webflow-html-website-template.webflow.io/blog/design-tips-for-designers-that-cover-everything-you-need	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/blog/design-tips-for-designers-that-cover-everything-you-need.html	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:42	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:41%20GMT	https://portfolio-webflow-html-website-template.webflow.io/blog/how-to-build-rapport-with-your-web-design-clients	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/blog/how-to-build-rapport-with-your-web-design-clients	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:42	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:41%20GMT	https://portfolio-webflow-html-website-template.webflow.io/blog/top-6-free-website-mockup-tools-2021	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/blog/top-6-free-website-mockup-tools-2021	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:42	17633/17633	---M-Z	200	added ('OK')	text/html	date:Thu,%2001%20Jun%202023%2002:36:42%20GMT	https://portfolio-webflow-html-website-template.webflow.io/blog/logo-design-trends-to-avoid-in-2021	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/blog/logo-design-trends-to-avoid-in-2021.html	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:43	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:42%20GMT	https://portfolio-webflow-html-website-template.webflow.io/blog/22-best-ui-design-tools	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/blog/22-best-ui-design-tools	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:44	289381/289381	---M--	200	added ('OK')	image/png	etag:%22ad4fa709078f385e528185b378fe5b73%22	https://assets.website-files.com/5fef5619b640934b33c2385e/60751db05a9a1b47d320c2a0_image_processing20200129-19798-1k8ponz%207-min.png	D:/Download/Programs/Portofolio%20-%20Webflow/assets.website-files.com/5fef5619b640934b33c2385e/60751db05a9a1b47d320c2a0_image_processing20200129-19798-1k8ponz%207-min.png	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:45	283470/283470	---M--	200	added ('OK')	image/png	etag:%2219f3ad5b0b0f53dcc3f4cf5ddf5134d6%22	https://assets.website-files.com/5fef5619b640934b33c2385e/60751db04d121379342550c6_image_processing20200129-19798-1k8ponz%2011-min.png	D:/Download/Programs/Portofolio%20-%20Webflow/assets.website-files.com/5fef5619b640934b33c2385e/60751db04d121379342550c6_image_processing20200129-19798-1k8ponz%2011-min.png	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:45	151471/151471	---M--	200	added ('OK')	image/png	etag:%22db69bd9ca7fc12e6532258b30a89b645%22	https://assets.website-files.com/5fef5619b640934b33c2385e/60751db006dd19aa20e10edf_image_processing20200129-19798-1k8ponz%2012-min.png	D:/Download/Programs/Portofolio%20-%20Webflow/assets.website-files.com/5fef5619b640934b33c2385e/60751db006dd19aa20e10edf_image_processing20200129-19798-1k8ponz%2012-min.png	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:45	162125/162125	---M--	200	added ('OK')	image/png	etag:%2266f872e8d30c7a24c197f44e4aea0af6%22	https://assets.website-files.com/5fef5619b640934b33c2385e/60751db0f84d7b28be5d1883_image_processing20200129-19798-1k8ponz%2013-min.png	D:/Download/Programs/Portofolio%20-%20Webflow/assets.website-files.com/5fef5619b640934b33c2385e/60751db0f84d7b28be5d1883_image_processing20200129-19798-1k8ponz%2013-min.png	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:46	77473/77473	---M--	200	added ('OK')	image/jpeg	etag:%222d5e86667233ca841e5137979525e2fc%22	https://assets.website-files.com/5fef5619b640934b33c2385e/604788d804dfe4ec1de7bb97_image-1-compressed.jpg	D:/Download/Programs/Portofolio%20-%20Webflow/assets.website-files.com/5fef5619b640934b33c2385e/604788d804dfe4ec1de7bb97_image-1-compressed.jpg	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:47	144703/144703	---M--	200	added ('OK')	image/png	etag:%22103737ef6390ce3068969f5c13b3835d%22	https://assets.website-files.com/5fef5619b640934b33c2385e/604773c422dbe6174ff754e5_jake-nackos-IF9TK5Uy-KI-unsplash%2012-min.png	D:/Download/Programs/Portofolio%20-%20Webflow/assets.website-files.com/5fef5619b640934b33c2385e/604773c422dbe6174ff754e5_jake-nackos-IF9TK5Uy-KI-unsplash%2012-min.png	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:47	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:46%20GMT	https://portfolio-webflow-html-website-template.webflow.io/reference/licensing	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/reference/licensing	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:47	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:47%20GMT	https://portfolio-webflow-html-website-template.webflow.io/reference/instructions	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/reference/instructions	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:48	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:47%20GMT	https://portfolio-webflow-html-website-template.webflow.io/reference/changelog	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/reference/changelog	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:48	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:47%20GMT	https://portfolio-webflow-html-website-template.webflow.io/reference/style-guide	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/reference/style-guide	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:49	89476/89476	---MCZ	200	added ('OK')	application/javascript	etag:W/%22dc5e7f18c8d36ac1d3d4753a87c98d0a%22	https://d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c8.js?site=5fef5619b640934b33c2385e	D:/Download/Programs/Portofolio%20-%20Webflow/d3e54v103j8qbb.cloudfront.net/js/jquery-3.5.1.min.dc5e7f18c890c9.js	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:50	305639/305639	---M-Z	200	added ('OK')	text/javascript	etag:%22d180c8b1be310890ec8441c5ace6c027%22	https://assets.website-files.com/5fef5619b640934b33c2385e/js/webflow.8a4a952db.js	D:/Download/Programs/Portofolio%20-%20Webflow/assets.website-files.com/5fef5619b640934b33c2385e/js/webflow.8a4a952db.js	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:50	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:49%20GMT	https://portfolio-webflow-html-website-template.webflow.io/projects/joggr-website-design	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/projects/joggr-website-design	(from https://portfolio-webflow-html-website-template.webflow.io/projects)
09:36:52	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:51%20GMT	https://portfolio-webflow-html-website-template.webflow.io/contact	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/contact	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:52	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:51%20GMT	https://portfolio-webflow-html-website-template.webflow.io/projects/gorillax-branding	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/projects/gorillax-branding	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:53	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:52%20GMT	https://portfolio-webflow-html-website-template.webflow.io/blog/top-6-free-website-mockup-tools-2021	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/blog/top-6-free-website-mockup-tools-2021	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:53	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:52%20GMT	https://portfolio-webflow-html-website-template.webflow.io/blog/how-to-build-rapport-with-your-web-design-clients	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/blog/how-to-build-rapport-with-your-web-design-clients	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:53	239631/239631	---M--	200	added ('OK')	image/png	etag:%2253af78b671906e50d0ca89d9aaecacbe%22	https://assets.website-files.com/5ff05a7bd62f16808f485280/6077dec064102ea6abb8832c_image_processing20200129-19798-1k8ponz%2015-min.png	D:/Download/Programs/Portofolio%20-%20Webflow/assets.website-files.com/5ff05a7bd62f16808f485280/6077dec064102ea6abb8832c_image_processing20200129-19798-1k8ponz%2015-min.png	(from https://portfolio-webflow-html-website-template.webflow.io/blog)
09:36:53	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:52%20GMT	https://portfolio-webflow-html-website-template.webflow.io/blog/22-best-ui-design-tools	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/blog/22-best-ui-design-tools	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:54	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:52%20GMT	https://portfolio-webflow-html-website-template.webflow.io/reference/licensing	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/reference/licensing	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:54	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:52%20GMT	https://portfolio-webflow-html-website-template.webflow.io/reference/instructions	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/reference/instructions	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:54	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:53%20GMT	https://portfolio-webflow-html-website-template.webflow.io/reference/style-guide	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/reference/style-guide	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:54	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:53%20GMT	https://portfolio-webflow-html-website-template.webflow.io/reference/changelog	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/reference/changelog	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:54	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:53%20GMT	https://portfolio-webflow-html-website-template.webflow.io/projects/joggr-website-design	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/projects/joggr-website-design	(from https://portfolio-webflow-html-website-template.webflow.io/projects)
09:36:54	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:53%20GMT	https://portfolio-webflow-html-website-template.webflow.io/contact	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/contact	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:54	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:53%20GMT	https://portfolio-webflow-html-website-template.webflow.io/projects/gorillax-branding	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/projects/gorillax-branding	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:54	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:53%20GMT	https://portfolio-webflow-html-website-template.webflow.io/blog/how-to-build-rapport-with-your-web-design-clients	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/blog/how-to-build-rapport-with-your-web-design-clients	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:55	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:54%20GMT	https://portfolio-webflow-html-website-template.webflow.io/blog/top-6-free-website-mockup-tools-2021	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/blog/top-6-free-website-mockup-tools-2021	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:55	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:54%20GMT	https://portfolio-webflow-html-website-template.webflow.io/blog/22-best-ui-design-tools	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/blog/22-best-ui-design-tools	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:55	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:54%20GMT	https://portfolio-webflow-html-website-template.webflow.io/reference/licensing	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/reference/licensing	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:55	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:54%20GMT	https://portfolio-webflow-html-website-template.webflow.io/reference/instructions	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/reference/instructions	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:56	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:55%20GMT	https://portfolio-webflow-html-website-template.webflow.io/reference/changelog	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/reference/changelog	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:56	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:55%20GMT	https://portfolio-webflow-html-website-template.webflow.io/reference/style-guide	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/reference/style-guide	(from https://portfolio-webflow-html-website-template.webflow.io/)
09:36:56	16/16	---M--	502	error ('Bad%20Gateway')	text/plain	date:Thu,%2001%20Jun%202023%2002:36:55%20GMT	https://portfolio-webflow-html-website-template.webflow.io/projects/joggr-website-design	D:/Download/Programs/Portofolio%20-%20Webflow/portfolio-webflow-html-website-template.webflow.io/projects/joggr-website-design	(from https://portfolio-webflow-html-website-template.webflow.io/projects)
